mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__C,param_vect__max_features,param_vect__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
15.97296109199524,3.25731808992392,1.0818827629089356,0.5597071701788183,MultinomialNB(),,10000,"(1, 5)","{'clf': MultinomialNB(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 5)}",0.8613617719442166,0.8982772764561116,0.8654634946677605,0.8416735028712059,0.8021346469622331,0.8537821385803055,0.03158418802418313,16
9.53361382484436,1.3742670937422534,0.7727980136871337,0.32340695519080115,DecisionTreeClassifier(),,1000,"(1, 3)","{'clf': DecisionTreeClassifier(), 'vect__max_features': 1000, 'vect__ngram_range': (1, 3)}",0.7260049220672683,0.7645611156685808,0.7908121410992617,0.7243642329778507,0.7110016420361248,0.7433488107698172,0.02969947339409125,28
15.837028408050537,2.331240770920874,0.9980749607086181,0.5108340126983582,DecisionTreeClassifier(),,1000,"(1, 5)","{'clf': DecisionTreeClassifier(), 'vect__max_features': 1000, 'vect__ngram_range': (1, 5)}",0.7309269893355209,0.7744052502050861,0.7908121410992617,0.7292863002461034,0.7101806239737274,0.7471222609719399,0.030325764588990667,27
9.79227967262268,1.6075615643447434,0.6760444164276123,0.38047411771386885,DecisionTreeClassifier(),,10000,"(1, 3)","{'clf': DecisionTreeClassifier(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 3)}",0.7538966365873667,0.7965545529122231,0.7924528301886793,0.748974569319114,0.7200328407224958,0.7623822859459758,0.02869574909837651,23
16.648905515670776,2.2209009009876786,0.9895125389099121,0.4728151065439794,DecisionTreeClassifier(),,10000,"(1, 5)","{'clf': DecisionTreeClassifier(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 5)}",0.7588187038556193,0.7809680065627563,0.8022969647251845,0.7497949138638228,0.7011494252873564,0.758605602858948,0.03402322205459207,24
12.266247415542603,0.6533689062226683,0.7947412490844726,0.4002215817419746,RandomForestClassifier(),,1000,"(1, 3)","{'clf': RandomForestClassifier(), 'vect__max_features': 1000, 'vect__ngram_range': (1, 3)}",0.8441345365053322,0.8646431501230517,0.8884331419196062,0.8482362592288761,0.812807881773399,0.851650993910053,0.02489444693332282,17
23.38530316352844,1.6305914547636493,1.522529697418213,0.7096350460937472,RandomForestClassifier(),,1000,"(1, 5)","{'clf': RandomForestClassifier(), 'vect__max_features': 1000, 'vect__ngram_range': (1, 5)}",0.8441345365053322,0.8695652173913043,0.881870385561936,0.844954881050041,0.8087027914614121,0.8498455623940051,0.025154388376070126,18
17.49202194213867,1.84286626207207,1.210089874267578,0.5559021289703259,RandomForestClassifier(),,10000,"(1, 3)","{'clf': RandomForestClassifier(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 3)}",0.8515176374077112,0.8810500410172273,0.8867924528301887,0.8556193601312552,0.8226600985221675,0.8595279179817099,0.023001018114447932,14
27.058145999908447,3.128097623123852,1.724509859085083,0.7324573209903473,RandomForestClassifier(),,10000,"(1, 5)","{'clf': RandomForestClassifier(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 5)}",0.8580803937653815,0.8826907301066448,0.8958162428219852,0.8580803937653815,0.8136288998357963,0.8616593320590379,0.028076874024277818,13
9.570312738418579,1.7108135749436058,1.6835358619689942,0.4562794044145543,KNeighborsClassifier(),,1000,"(1, 3)","{'clf': KNeighborsClassifier(), 'vect__max_features': 1000, 'vect__ngram_range': (1, 3)}",0.748974569319114,0.7850697292863003,0.7686628383921247,0.7579983593109105,0.7315270935960592,0.7584465179809017,0.018042963447355082,25
15.401620769500733,2.9018820494351982,1.5364512920379638,0.6069532946448664,KNeighborsClassifier(),,1000,"(1, 5)","{'clf': KNeighborsClassifier(), 'vect__max_features': 1000, 'vect__ngram_range': (1, 5)}",0.7465135356849877,0.7867104183757178,0.7670221493027072,0.756357670221493,0.7282430213464697,0.7569693589862749,0.0195984187372416,26
7.505755853652954,1.2592936727420885,1.1927120208740234,0.37081263758759375,KNeighborsClassifier(),,10000,"(1, 3)","{'clf': KNeighborsClassifier(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 3)}",0.7358490566037735,0.7940935192780968,0.7727645611156686,0.7612797374897456,0.7545155993431856,0.7637004947660941,0.019348479088584777,22
14.54489188194275,2.106411916758149,1.537025785446167,0.488955629064618,KNeighborsClassifier(),,10000,"(1, 5)","{'clf': KNeighborsClassifier(), 'vect__max_features': 10000, 'vect__ngram_range': (1, 5)}",0.7440525020508614,0.8022969647251845,0.7686628383921247,0.7596390484003281,0.7602627257799671,0.7669828158696932,0.019363891181020023,21
